show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description,classification
s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,"Alonso Ramirez Ramos, Dave Wasson",,2021-11-26,2021.0,TV-G,23.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Join Mickey and the gang as they duck the halls!,
s2,Movie,Ernest Saves Christmas,John Cherry,,2021-11-26,2021.0,PG,91.0,"C, o, m, e, d, y",Santa Claus passes his magic bag to a new St. Nic.,1.0
s3,Movie,Ice Age: A Mammoth Christmas,Karen Disher,United States,2021-11-26,2021.0,TV-G,23.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Sid the Sloth is on Santa's naughty list.,
s4,Movie,The Queen Family Singalong,Hamish Hamilton,,2021-11-26,2021.0,TV-PG,41.0,"M, u, s, i, c, a, l","This is real life, not just fantasy!",
s5,TV Show,The Beatles: Get Back,Unknown,,2021-11-25,2021.0,,1.0,"D, o, c, u, s, e, r, i, e, s, ,,  , H, i, s, t, o, r, i, c, a, l, ,,  , M, u, s, i, c",A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.,
s6,Movie,Becoming Cousteau,Liz Garbus,United States,2021-11-24,2021.0,PG-13,94.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, o, c, u, m, e, n, t, a, r, y",An inside look at the legendary life of adventurer Jacques-Yves Cousteau.,2.0
s7,TV Show,Hawkeye,Unknown,,2021-11-24,2021.0,TV-14,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, u, p, e, r, h, e, r, o",Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.,
s8,TV Show,Port Protection Alaska,Unknown,United States,2021-11-24,2021.0,TV-14,2.0,"D, o, c, u, s, e, r, i, e, s, ,,  , R, e, a, l, i, t, y, ,,  , S, u, r, v, i, v, a, l",Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.,
s9,TV Show,Secrets of the Zoo: Tampa,Unknown,United States,2021-11-24,2021.0,TV-PG,2.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",A day in the life at ZooTampa is anything but ordinary. It's extraordinary!,
s10,Movie,A Muppets Christmas: Letters To Santa,Kirk R. Thatcher,United States,2021-11-19,2021.0,G,45.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c, a, l",Celebrate the holiday season with all your favorite Muppets.,0.0
s11,Movie,Adventure Thru the Walt Disney Archives,John Gleim,,2021-11-19,2021.0,TV-PG,59.0,"D, o, c, u, m, e, n, t, a, r, y",Explore the treasures and rich history of the Walt Disney Archives.,
s12,Movie,Puppy for Hanukkah,Unknown,,2021-11-19,2021.0,TV-G,4.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c","Check out Daveed Digg's official music video ""Puppy for Hanukkah!""",
s13,Movie,The Pixar Story,Leslie Iwerks,United States,2021-11-19,2021.0,G,91.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , F, a, m, i, l, y",A groundbreaking company forever changes the face of filmmaking.,0.0
s14,TV Show,"Dr. Oakley, Yukon Vet",Unknown,United States,2021-11-17,2021.0,TV-PG,10.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s","Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",
s15,Movie,America the Beautiful,Unknown,,2021-11-12,2021.0,TV-PG,2.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e","Epic, grand portrait of the land across four regions on the most extreme continent. Coming in 2022.",
s16,Movie,Baymax!,Unknown,,2021-11-12,2021.0,TV-G,1.0,"A, n, i, m, a, t, i, o, n",“Baymax!” premieres on Disney+ summer 2022.,
s17,Movie,Ciao Alberto,McKenna Harris,,2021-11-12,2021.0,TV-PG,8.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.,
s18,TV Show,Disney Fancy Nancy,Unknown,"United States, Canada",2021-11-12,2021.0,TV-PG,3.0,"A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Nancy makes every day extraordinary!,
s19,TV Show,Disney Intertwined,Unknown,,2021-11-12,2021.0,TV-PG,1.0,"C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a",Allegra is ready to change the past in order to reach her dream.,
s20,Movie,Enchanted,Kevin Lima,United States,2021-11-12,2021.0,PG,110.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",An animated princess winds up in the real world of modern-day Manhattan.,1.0
s21,Movie,Feast,Patrick Osborne,United States,2021-11-12,2021.0,G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , D, r, a, m, a",One man's love life seen through the eyes of his dog.,0.0
s22,Movie,Frozen Fever,"Chris Buck, Jennifer Lee",United States,2021-11-12,2021.0,G,11.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Elsa wants to give Anna the best birthday party ever.,0.0
s23,Movie,Get a Horse!,Lauren MacMullan,United States,2021-11-12,2021.0,G,7.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",Mickey and friends hitch a ride on a musical hay wagon.,0.0
s24,Movie,Home Sweet Home Alone,Dan Mazer,United States,2021-11-12,2021.0,PG,95.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Alone for the holidays, Max Mercer will do whatever it takes to protect his home from trespassers.",1.0
s25,Movie,Jungle Cruise,Jaume Collet-Serra,United States,2021-11-12,2021.0,PG-13,129.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.,2.0
s26,Movie,Limitless with Chris Hemsworth,Unknown,,2021-11-12,2021.0,TV-14,2.0,"L, i, f, e, s, t, y, l, e","""Limitless with Chris Hemsworth"" is coming to Disney+ in 2022.",
s27,Movie,Marvel Studios’ 2021 Disney+ Day Special,Unknown,,2021-11-12,2021.0,TV-PG,14.0,"M, o, v, i, e, s","Marvel Studios’ Disney+ Day Special explores the Disney+ series of the MCU – past, present and future.",
s28,Movie,Obi-Wan Kenobi,Unknown,,2021-11-12,2021.0,TV-PG,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","A behind the scenes look of the ""Obi-Wan Kenobi"" special event series. Coming to Disney+ in 2022.",
s29,TV Show,Olaf Presents,Unknown,,2021-11-12,2021.0,TV-PG,1.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",Olaf goes from snowman to showman for his unique retelling of five favorite Disney Animation tales.,
s30,Movie,Paperman,John Kahrs,United States,2021-11-12,2021.0,G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A young man strives to find girl of his dreams.,0.0
s31,Movie,Pixar 2021 Disney+ Day Special,Unknown,,2021-11-12,2021.0,G,5.0,"M, o, v, i, e, s",Join Pete Docter for a tour around Pixar and get a sneak peek at several upcoming Disney+ releases.,0.0
s32,Movie,Shang-Chi and The Legend of The Ten Rings,Destin Daniel Cretton,"United States, Australia",2021-11-12,2021.0,PG-13,134.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, n, t, a, s, y, ,,  , S, u, p, e, r, h, e, r, o","Shang-Chi must confront his father, leader of the Ten Rings organization.",2.0
s33,Movie,Spin,Manjari Makijany,,2021-11-12,2021.0,TV-G,94.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , M, u, s, i, c",Rhea discovers her passion for creating DJ mixes!,
s34,Movie,Tangled Ever After,"Nathan Greno, Byron Howard",United States,2021-11-12,2021.0,G,9.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y",It's up to Max and Pascal to save the royal wedding.,0.0
s35,Movie,The Ballad of Nessie,"Stevie Wermers-Skelton, Kevin Deters",,2021-11-12,2021.0,G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",A colorful tale about the friendly Loch Ness monster.,0.0
s36,Movie,The Little Matchgirl,Roger Allers,United States,2021-11-12,2021.0,G,7.0,"A, n, i, m, a, t, i, o, n, ,,  , D, r, a, m, a",A poor matchgirl sees happy images in the flames of her matches.,0.0
s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,David Clair,,2021-11-12,2021.0,TV-PG,30.0,"C, o, n, c, e, r, t,  , F, i, l, m, ,,  , M, u, s, i, c","Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles.""",
s38,Movie,The Proud Family: Louder and Prouder,Unknown,,2021-11-12,2021.0,TV-G,1.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e","""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022.",
s39,Movie,The Simpsons in Plusaversary,David Silverman,,2021-11-12,2021.0,TV-PG,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y",Celebrate Disney+ Day with The Simpsons and their friends from across the service.,
s40,Movie,Tick Tock Tale,Dean Wellins,United States,2021-11-12,2021.0,G,6.0,"A, n, i, m, a, t, i, o, n, ,,  , C, r, i, m, e, ,,  , F, a, m, i, l, y",A tale of a quirky mantle clock.,0.0
s41,Movie,Under the Helmet: The Legacy of Boba Fett,Unknown,,2021-11-12,2021.0,TV-PG,22.0,"S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","A special celebrating the origins and legacy of Star Wars’ legendary bounty hunter, Boba Fett.",
s42,Movie,Willow,Unknown,,2021-11-12,2021.0,TV-PG,3.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, n, t, a, s, y","Meet the cast of the all-new Disney+ fantasy-adventure series ""Willow."" Coming to Disney+ in 2022.",
s43,Movie,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,United States,2021-11-05,2021.0,G,87.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c",The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.,0.0
s44,Movie,Jingle All The Way,Brian Levant,United States,2021-11-05,2021.0,PG,90.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A father's Christmas Eve turns into a madcap scramble to find a much sought-after toy for his son.,1.0
s45,Movie,Jingle All the Way 2,Alex Zamm,United States,2021-11-05,2021.0,PG,91.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Two dads compete to be the best father and make Christmas amazing!,1.0
s46,Movie,Prep & Landing: Operation Secret Santa,"Kevin Deters, Stevie Wermers-Skelton",,2021-11-05,2021.0,TV-G,8.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Mrs. Claus enlists two elves in a secret mission.,
s47,Movie,Santa Buddies: The Legend of Santa Paws,Robert Vince,"United States, Canada",2021-11-05,2021.0,G,93.0,"C, o, m, e, d, y, ,,  , F, a, n, t, a, s, y, ,,  , K, i, d, s","The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas.",0.0
s48,Movie,Snow Buddies,Robert Vince,United States,2021-11-05,2021.0,G,91.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , K, i, d, s",Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.,0.0
s49,Movie,Space Buddies,Robert Vince,"United States, Canada",2021-11-05,2021.0,G,87.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , K, i, d, s","Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind.",0.0
s50,Movie,The Search for Santa Paws,Robert Vince,Canada,2021-11-05,2021.0,G,101.0,"D, r, a, m, a, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Discover how the legendary friendship of Santa Claus and Santa Paws began.,0.0
s51,Movie,X-Men: First Class,Matthew Vaughn,"United States, United Kingdom",2021-11-05,2021.0,PG-13,132.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n, ,,  , S, u, p, e, r, h, e, r, o","Following the classic mythology, X-Men: First Class charts the epic beginning of the X-Men saga.",2.0
s52,TV Show,Disney Amphibia,Unknown,"United States, South Korea",2021-11-03,2021.0,TV-Y7,3.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",Anne Boonchuy is transported to the world of Amphibia.,
s53,TV Show,Photo Ark,Unknown,United States,2021-11-03,2021.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",National Geographic photographer Joel Sartore photographs some of the rarest animals in the world.,
s54,TV Show,Storm Rising,Unknown,,2021-11-03,2021.0,TV-14,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s",Storm chasers Reed Timmer and Mike Theiss track and study a new category of deadly storms.,
s55,Movie,Bob Ballard: An Explorer's Life,Unknown,,2021-10-29,2021.0,TV-PG,44.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, o, c, u, m, e, n, t, a, r, y","An intimate portrait of Bob Ballard, the legendary explorer who found the Titanic.",
s56,Movie,"McFarland, USA",Niki Caro,United States,2021-10-29,2021.0,PG,131.0,"D, r, a, m, a, ,,  , S, p, o, r, t, s",A coach guides underdogs past tremendous obstacles to become champions.,1.0
s57,Movie,Rookie of the Year,Daniel Stern,United States,2021-10-22,2021.0,PG,104.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , S, p, o, r, t, s","A 12-year-old boy can throw a 100 mph fastball, and the Chicago Cubs want him as their new pitcher!",1.0
s58,Movie,Thumbelina,"Don Bluth, Gary Goldman","Ireland, United States, Canada, United Kingdom, Denmark, Spain, Poland, Hungary",2021-10-22,2021.0,G,87.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",A digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.,0.0
s59,TV Show,PJ Masks,Unknown,"France, United Kingdom",2021-10-20,2021.0,TV-Y7,5.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Look out Night Time Baddies the PJ Masks are coming!,
s60,TV Show,The Wild Life of Dr. Ole,Unknown,,2021-10-20,2021.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , R, e, a, l, i, t, y","Doc Ole practices his unique brand of animal care with wit, expertise and insight.",
s61,Movie,Lost Cities with Albert Lin: The Great Flood,Jim Greayer,,2021-10-15,2021.0,TV-PG,44.0,"D, o, c, u, m, e, n, t, a, r, y, ,,  , H, i, s, t, o, r, i, c, a, l",Albert Lin is on a global quest to find the origins of Great Flood stories.,
s62,Movie,Megacity of the Maya Warriors,Ben Crichton,,2021-10-15,2021.0,TV-PG,44.0,"D, o, c, u, m, e, n, t, a, r, y",Albert Lin sets out to solve an ancient mystery and find a Lost Maya city.,
s63,TV Show,Apollo: Back To The Moon,Unknown,,2021-10-13,2021.0,TV-PG,1.0,"D, o, c, u, s, e, r, i, e, s, ,,  , H, i, s, t, o, r, i, c, a, l","Follow the Apollo lunar landing program from the inside, as never shown before.",
s64,TV Show,Just Beyond,Unknown,,2021-10-13,2021.0,TV-PG,1.0,"A, n, t, h, o, l, o, g, y, ,,  , C, o, m, e, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e","Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series.",
s65,TV Show,Secrets Of The Zoo: Down Under,Unknown,,2021-10-13,2021.0,TV-14,2.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",This series is a behind-the-scenes look at one of the world’s most famous zoos.,
s66,TV Show,Secrets of the Zoo: North Carolina,Unknown,,2021-10-13,2021.0,TV-14,1.0,"R, e, a, l, i, t, y","The North Carolina Zoo has more than 1,000 animals that live in lush natural habitats.",
s67,TV Show,The Wizard of Paws,Unknown,,2021-10-13,2021.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , M, e, d, i, c, a, l",Follow pet prosthetics pioneer Derrick Campana as he gives troubled animals a second chance.,
s68,TV Show,Zombies: Addison's Moonstone Mystery,Unknown,,2021-10-13,2021.0,TV-G,1.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , F, a, n, t, a, s, y",Things are smooth sailing at Seabrook High until ...,
s69,Movie,Just Roll With It: You Decide Live!,Unknown,,2021-10-08,2021.0,G,52.0,"C, o, m, e, d, y",The Bennett-Blatts set out to reverse an evil curse!,0.0
s70,Movie,Mickey's Tale of Two Witches,Jeff Gordon,,2021-10-08,2021.0,TV-Y,47.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y",Mickey tells a tale of two witches-in-training!,
s71,Movie,Muppets Haunted Mansion,Kirk Thatcher,,2021-10-08,2021.0,TV-PG,53.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c, a, l",Gonzo is challenged to spend Halloween night in the scariest place on Earth – the Haunted Mansion.,
s72,Movie,The Most Magical Story on Earth: 50 Years of Walt Disney World,Dave Hoffman,,2021-10-08,2021.0,TV-PG,85.0,"F, a, m, i, l, y, ,,  , V, a, r, i, e, t, y",Celebrating 50 years of the Walt Disney World Resort.,
s73,Movie,Under Wraps,Alex Zamm,,2021-10-08,2021.0,TV-G,92.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , C, o, m, e, d, y, ,,  , K, i, d, s",Three friends revive a mummy in a neighbor's basement.,
s74,TV Show,Among the Stars,Unknown,,2021-10-06,2021.0,TV-PG,1.0,"D, o, c, u, s, e, r, i, e, s",NASA Astronaut Captain Chris Cassidy and the NASA team take on the challenges of space exploration.,
s75,Movie,Black Widow,Cate Shortland,United States,2021-10-06,2021.0,PG-13,135.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n, ,,  , S, p, y, /, E, s, p, i, o, n, a, g, e",Natasha confronts her history as a spy and the broken relationships left in her wake.,2.0
s76,TV Show,Drain the Oceans,Unknown,"United Kingdom, Australia",2021-10-06,2021.0,TV-PG,4.0,"D, o, c, u, s, e, r, i, e, s, ,,  , H, i, s, t, o, r, i, c, a, l",Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,
s77,TV Show,Drain The Oceans: The Mississippi River & Arctic War,Unknown,,2021-10-06,2021.0,TV-14,1.0,"D, o, c, u, s, e, r, i, e, s, ,,  , H, i, s, t, o, r, i, c, a, l",Drain the Oceans takes underwater archaeology into a whole new era.,
s78,Movie,Fauci,"John Hoffman, Janet Tobias",United States,2021-10-06,2021.0,PG-13,105.0,"B, i, o, g, r, a, p, h, i, c, a, l, ,,  , D, o, c, u, m, e, n, t, a, r, y","""Fauci"" reveals the extraordinary life and career of Dr. Anthony Fauci.",2.0
s79,TV Show,IMPACT with Gal Gadot,Unknown,United States,2021-10-06,2021.0,TV-14,1.0,"D, o, c, u, s, e, r, i, e, s",National Geographic Presents IMPACT with Gal Gadot honors impactful women.,
s80,TV Show,The Ghost and Molly McGee,Unknown,United States,2021-10-06,2021.0,TV-Y7,1.0,"A, n, i, m, a, t, i, o, n, ,,  , B, u, d, d, y, ,,  , C, o, m, i, n, g,  , o, f,  , A, g, e",A grumpy ghost and cheerful tween are eternally bound.,
s81,Movie,Alvin and the Chipmunks,Tim Hill,United States,2021-10-01,2021.0,PG,91.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y","Pop-singer Chipmunks Alvin, Simon and Theodore turn a songwriter's life upside-down.",1.0
s82,Movie,Alvin and the Chipmunks: The Road Chip,Walt Becker,United States,2021-10-01,2021.0,PG,92.0,"C, o, m, e, d, y, ,,  , F, a, m, i, l, y, ,,  , M, u, s, i, c","Your favorite fur balls, the Chipmunks, hit the road for an all-new, music-filled adventure.",1.0
s83,Movie,LEGO Star Wars Terrifying Tales,Ken Cunningham,,2021-10-01,2021.0,TV-Y7-FV,47.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",Poe and BB-8 are told terrifying tales as they search for help in Darth Vader’s creepy old castle.,
s84,Movie,Maleficent,Robert Stromberg,"United States, United Kingdom",2021-10-01,2021.0,PG,99.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , F, a, m, i, l, y, ,,  , F, a, n, t, a, s, y","Driven by revenge, Maleficent places a curse upon the king’s newborn infant, Aurora.",1.0
s85,Movie,The Scariest Story Ever: A Mickey Mouse Halloween Spooktacular,"Alonso Ramirez Ramos, Eddie Trigueros, Dave Wasson",,2021-10-01,2021.0,TV-G,22.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, m, i, l, y, ,,  , P, a, r, o, d, y",Mickey tells a scary story on Halloween.,
s86,TV Show,Disney Vampirina,Unknown,"Ireland, United States",2021-09-29,2021.0,TV-Y7,3.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, n, t, a, s, y, ,,  , K, i, d, s",Vampirina is the new girl in town!,
s87,TV Show,Disney's Magic Bake-Off,Unknown,United States,2021-09-29,2021.0,TV-G,1.0,"F, a, m, i, l, y, ,,  , G, a, m, e,  , S, h, o, w,  , /,  , C, o, m, p, e, t, i, t, i, o, n",Kid bakers compete to be named Disney Baking Champion.,
s88,TV Show,Great Barrier Reef,Unknown,,2021-09-29,2021.0,TV-PG,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s",Explore the complex Great Barrier Reef along with the wildlife that inhabit it.,
s89,TV Show,Ready for Preschool,Unknown,,2021-09-29,2021.0,TV-Y,2.0,"K, i, d, s, ,,  , M, u, s, i, c",The love of learning begins with Disney Junior!,
s90,TV Show,Rolie Polie Olie,Unknown,"Canada, United States, France",2021-09-29,2021.0,TV-Y,5.0,"A, n, i, m, a, t, i, o, n, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n",Rolie Polie Olie’s life and adventures center on his Robo-family.,
s91,TV Show,Star Wars Galaxy of Sounds,Unknown,,2021-09-29,2021.0,TV-PG,1.0,"A, n, i, m, a, t, i, o, n, ,,  , A, n, t, h, o, l, o, g, y, ,,  , S, c, i, e, n, c, e,  , F, i, c, t, i, o, n","""Star Wars Galaxy of Sounds"" immerses audiences in the nostalgic ambience of a galaxy far, far away.",
s92,TV Show,The Hatcher Family Dairy,Unknown,,2021-09-29,2021.0,TV-14,1.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , R, e, a, l, i, t, y","The Hatcher Family enjoys a nonstop circus of animals, farming and family.",
s93,TV Show,The Simpsons,Unknown,United States,2021-09-29,2021.0,TV-PG,32.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y","The world’s favorite nuclear family, in the award-winning, history-making series.",
s94,Movie,A Spark Story,"Jason Sterman, Leanne Dare",,2021-09-24,2021.0,TV-PG,88.0,"D, o, c, u, m, e, n, t, a, r, y",Two Pixar filmmakers strive to bring their uniquely personal SparkShorts visions to the screen.,
s95,Movie,Spooky Buddies,Robert Vince,"United States, Canada",2021-09-24,2021.0,G,93.0,"C, o, m, e, d, y, ,,  , F, a, n, t, a, s, y, ,,  , K, i, d, s",The puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.,0.0
s96,Movie,The Fault in Our Stars,Josh Boone,United States,2021-09-24,2021.0,PG-13,127.0,"C, o, m, i, n, g,  , o, f,  , A, g, e, ,,  , D, r, a, m, a, ,,  , R, o, m, a, n, c, e",Hazel and Gus share a love that sweeps them on an unforgettable journey.,2.0
s97,TV Show,Dog: Impossible,Unknown,United States,2021-09-22,2021.0,TV-PG,2.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, s, e, r, i, e, s, ,,  , F, a, m, i, l, y",Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,
s98,TV Show,Spidey And His Amazing Friends,Unknown,United States,2021-09-22,2021.0,TV-Y,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , K, i, d, s",Spidey teams up with pals to become The Spidey Team!,
s99,TV Show,Star Wars: Visions,Unknown,,2021-09-22,2021.0,TV-PG,1.0,"A, c, t, i, o, n, -, A, d, v, e, n, t, u, r, e, ,,  , A, n, i, m, a, t, i, o, n, ,,  , A, n, i, m, e",An animated anthology celebrating Star Wars through the lens of the world’s best anime creators.,
s100,Movie,Confessions of a Shopaholic,P.J. Hogan,United States,2021-09-17,2021.0,PG,106.0,"C, o, m, e, d, y, ,,  , R, o, m, a, n, c, e, ,,  , R, o, m, a, n, t, i, c,  , C, o, m, e, d, y",Becky writes a personal finance column en route to a high-fashion mag job.,1.0
s101,Movie,Descendants: Royal Wedding,Salvador Simó,,2021-09-17,2021.0,TV-G,22.0,"A, n, i, m, a, t, i, o, n, ,,  , F, a, n, t, a, s, y, ,,  , M, u, s, i, c, a, l",Mal and Ben’s wedding is finally here!,
s102,Movie,Disney's Broadway Hits at London's Royal Albert Hall,Jay Hatcher,,2021-09-17,2021.0,TV-G,116.0,"C, o, n, c, e, r, t,  , F, i, l, m, ,,  , M, u, s, i, c",Experience the magic of Disney on Broadway in an unforgettable night of music.,
s103,Movie,Flooded Tombs of the Nile,Katie Bauer Murdock,,2021-09-17,2021.0,TV-PG,44.0,"D, o, c, u, m, e, n, t, a, r, y",Archaeologists dive into a pyramid flooded by the Nile to search for a king’s burial.,
s104,Movie,Jade Eyed Leopard,Unknown,,2021-09-17,2021.0,TV-PG,44.0,"A, n, i, m, a, l, s,  , &,  , N, a, t, u, r, e, ,,  , D, o, c, u, m, e, n, t, a, r, y","Jade Eyed Leopard follows a leopard, Toto, throughout the first three years of her life.",
s105,Movie,Nona,Louis Gonzales,,2021-09-17,2021.0,G,9.0,"A, n, i, m, a, t, i, o, n, ,,  , C, o, m, e, d, y, ,,  , F, a, m, i, l, y",A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.,0.0
